"id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Satisfaction"
86105,"Female","Loyal Customer",39,"Business travel","Business",3335,4,4,4,4,2,5,4,4,4,4,4,5,4,4,25,17,"satisfied"
38032,"Female","Loyal Customer",23,"Business travel","Eco",1185,4,1,1,1,4,4,3,4,4,1,5,5,3,4,0,0,"satisfied"
90246,"Male","Loyal Customer",46,"Business travel","Business",721,2,5,5,5,4,3,4,2,2,2,2,2,2,3,39,29,"dissatisfied"
98892,"Female","Loyal Customer",31,"Personal Travel","Eco Plus",991,2,5,2,2,2,2,2,2,5,3,5,5,4,2,56,62,"dissatisfied"
128219,"Female","Loyal Customer",53,"Business travel","Eco",602,1,0,0,4,1,3,3,3,3,1,3,4,3,2,29,25,"dissatisfied"
9866,"Female","Loyal Customer",60,"Business travel","Business",3724,5,5,5,5,3,4,5,4,4,5,4,4,4,3,0,0,"satisfied"
38708,"Male","disloyal Customer",27,"Business travel","Eco",2583,3,3,3,3,5,3,5,5,2,4,3,2,3,5,43,48,"neutral"
96393,"Male","disloyal Customer",25,"Business travel","Eco",1342,2,2,2,2,5,2,5,5,1,2,2,1,2,5,22,12,"dissatisfied"
100450,"Male","Loyal Customer",37,"Business travel","Eco Plus",1180,1,2,2,2,1,1,1,1,4,5,2,4,2,1,11,4,"dissatisfied"
1262,"Female","Loyal Customer",49,"Personal Travel","Eco",134,3,3,3,3,5,3,3,4,4,3,4,1,4,4,8,3,"dissatisfied"
20024,"Male","disloyal Customer",23,"Business travel","Eco",528,1,5,1,2,2,1,2,2,2,5,2,4,1,2,9,6,"dissatisfied"
68271,"Female","Loyal Customer",37,"Personal Travel","Eco",631,2,4,2,5,2,2,2,2,5,4,4,4,4,2,0,0,"dissatisfied"
101973,"Male","Loyal Customer",47,"Personal Travel","Eco",628,3,4,3,3,1,3,1,1,4,5,5,4,4,1,0,0,"dissatisfied"
111744,"Male","Loyal Customer",17,"Business travel","Business",2768,1,1,1,1,3,3,3,3,4,4,5,5,5,3,7,4,"satisfied"
106788,"Female","Loyal Customer",50,"Personal Travel","Eco Plus",1005,2,5,2,1,1,5,5,3,3,2,4,4,3,1,3,0,"dissatisfied"
126021,"Male","Loyal Customer",39,"Business travel","Business",650,2,2,2,2,4,5,5,4,4,4,4,5,4,3,0,0,"satisfied"
117818,"Male","Loyal Customer",34,"Personal Travel","Eco",328,4,0,4,2,5,4,2,5,4,2,4,4,4,5,0,0,"dissatisfied"
106421,"Male","Loyal Customer",39,"Personal Travel","Eco",674,2,4,3,1,3,3,3,3,4,2,4,5,5,3,45,26,"dissatisfied"
61459,"Male","Loyal Customer",28,"Business travel","Business",2419,5,5,3,5,4,4,4,4,3,3,4,4,4,4,8,0,"satisfied"
73205,"Female","Loyal Customer",7,"Personal Travel","Eco",1258,2,5,2,2,1,2,1,1,4,3,4,3,4,1,0,0,"dissatisfied"
7153,"Male","Loyal Customer",58,"Business travel","Business",135,1,1,1,1,5,5,4,4,4,4,4,5,4,5,0,0,"satisfied"
36476,"Male","Loyal Customer",65,"Business travel","Business",3509,3,4,4,4,1,3,2,3,3,3,3,4,3,1,0,0,"neutral"
47573,"Male","Loyal Customer",49,"Business travel","Business",1482,3,3,3,3,3,4,4,4,4,5,4,3,4,4,35,35,"satisfied"
2100,"Female","Loyal Customer",48,"Personal Travel","Eco",785,2,5,2,1,2,5,4,2,2,2,1,4,2,5,0,8,"neutral"
4678,"Male","Loyal Customer",66,"Business travel","Eco",364,2,5,5,5,2,2,2,2,3,1,4,4,3,2,0,0,"neutral"
84661,"Male","disloyal Customer",28,"Business travel","Business",1177,0,0,0,2,4,0,4,4,3,2,4,3,5,4,35,16,"satisfied"
35379,"Male","disloyal Customer",36,"Business travel","Eco",610,3,0,3,4,2,3,2,2,4,1,3,1,4,2,0,0,"neutral"
89685,"Male","disloyal Customer",36,"Business travel","Eco",544,4,5,4,4,1,4,1,1,4,5,1,4,2,1,0,0,"dissatisfied"
96447,"Female","Loyal Customer",27,"Business travel","Business",1608,3,2,3,3,4,4,4,4,3,2,5,3,5,4,0,0,"satisfied"
29944,"Male","Loyal Customer",38,"Business travel","Business",399,3,3,3,3,5,5,2,5,5,5,5,1,5,3,0,0,"satisfied"
88018,"Female","disloyal Customer",24,"Business travel","Eco",545,4,0,4,2,5,4,5,5,5,3,4,4,5,5,7,18,"satisfied"
98888,"Female","disloyal Customer",38,"Business travel","Eco Plus",991,3,4,4,3,2,4,2,2,4,5,3,2,4,2,0,2,"dissatisfied"
32948,"Male","Loyal Customer",8,"Personal Travel","Eco",101,3,5,3,2,5,3,5,5,3,2,5,4,5,5,0,0,"neutral"
86634,"Male","disloyal Customer",37,"Business travel","Eco",746,2,2,2,4,2,2,2,2,2,4,4,4,4,2,20,7,"neutral"
106923,"Male","Loyal Customer",63,"Personal Travel","Eco",1259,2,5,2,2,5,2,2,5,5,2,5,5,4,5,6,0,"neutral"
80084,"Female","disloyal Customer",29,"Business travel","Eco Plus",1069,1,1,1,3,4,1,4,4,2,4,2,1,1,4,0,33,"dissatisfied"
35519,"Male","Loyal Customer",52,"Personal Travel","Eco",1028,3,5,2,4,2,2,2,3,2,5,4,2,5,2,154,148,"dissatisfied"
27494,"Female","Loyal Customer",52,"Business travel","Eco",578,5,4,4,4,4,4,3,5,5,5,5,1,5,3,0,1,"satisfied"
23519,"Male","Loyal Customer",32,"Personal Travel","Eco",349,1,4,5,3,2,5,2,2,4,3,5,3,5,2,3,0,"dissatisfied"
122869,"Male","Loyal Customer",30,"Business travel","Business",2015,1,1,3,1,4,4,4,4,3,1,4,5,2,4,55,33,"satisfied"
6224,"Male","Loyal Customer",27,"Business travel","Business",3692,4,4,4,4,3,4,3,3,5,4,4,4,4,3,0,0,"satisfied"
98771,"Male","Loyal Customer",54,"Personal Travel","Eco",1814,1,4,2,5,4,2,4,4,5,5,5,4,4,4,85,62,"dissatisfied"
96521,"Male","Loyal Customer",54,"Personal Travel","Eco",302,3,1,3,4,3,3,3,3,3,2,4,2,4,3,0,4,"neutral"
26510,"Female","Loyal Customer",30,"Personal Travel","Eco",829,1,5,1,5,2,1,3,2,5,4,5,3,5,2,5,0,"neutral"
59434,"Female","Loyal Customer",50,"Business travel","Business",3285,5,5,5,5,2,5,4,4,4,4,4,4,4,5,0,6,"satisfied"
46163,"Male","Loyal Customer",47,"Personal Travel","Eco",604,3,1,3,4,3,1,1,1,5,4,3,1,2,1,113,141,"neutral"
43012,"Male","Loyal Customer",34,"Business travel","Business",3802,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,0,"satisfied"
114876,"Female","Loyal Customer",34,"Business travel","Business",1782,3,3,4,3,5,4,5,4,4,4,4,3,4,3,28,16,"satisfied"
99812,"Female","Loyal Customer",36,"Business travel","Eco Plus",232,4,5,5,5,4,4,4,4,2,1,2,5,3,4,2,1,"satisfied"
26101,"Female","Loyal Customer",53,"Personal Travel","Eco",591,3,5,2,3,2,5,5,5,5,2,5,4,5,5,10,0,"dissatisfied"
96583,"Female","Loyal Customer",51,"Personal Travel","Eco Plus",333,3,4,3,3,4,4,5,1,1,3,4,5,1,5,0,0,"neutral"
35416,"Female","Loyal Customer",74,"Business travel","Business",2762,1,2,2,2,3,4,4,1,1,1,1,1,1,2,20,35,"dissatisfied"
81977,"Female","disloyal Customer",22,"Business travel","Eco",1432,2,1,1,3,2,2,3,2,3,2,3,1,2,2,40,44,"neutral"
47133,"Male","Loyal Customer",25,"Personal Travel","Business",679,3,4,3,3,2,3,2,2,3,5,5,4,5,2,0,0,"dissatisfied"
128074,"Female","Loyal Customer",56,"Business travel","Business",2917,1,1,1,1,5,5,5,5,2,5,5,5,5,5,54,45,"satisfied"
93695,"Female","Loyal Customer",34,"Business travel","Business",1452,1,2,2,2,5,3,3,1,1,1,1,4,1,2,0,0,"neutral"
103691,"Female","disloyal Customer",15,"Business travel","Eco",466,0,3,0,2,5,0,5,5,1,3,4,3,1,5,0,0,"satisfied"
127288,"Male","Loyal Customer",55,"Business travel","Business",2460,1,1,4,1,4,4,5,5,5,5,5,3,5,4,2,17,"satisfied"
88286,"Female","disloyal Customer",25,"Business travel","Business",404,5,4,5,5,2,5,2,2,4,3,5,3,5,2,0,4,"satisfied"
85138,"Female","Loyal Customer",46,"Business travel","Business",3212,5,5,5,5,2,5,4,5,5,5,5,5,5,5,0,0,"satisfied"
7397,"Male","Loyal Customer",46,"Business travel","Business",2186,2,2,2,2,3,4,5,4,4,4,4,4,4,5,40,27,"satisfied"
119189,"Male","Loyal Customer",37,"Business travel","Eco",290,3,5,5,5,3,3,3,3,4,3,2,1,3,3,24,14,"dissatisfied"
116106,"Female","Loyal Customer",14,"Personal Travel","Eco",373,3,2,1,4,1,1,1,1,1,4,4,2,4,1,3,0,"neutral"
13074,"Male","Loyal Customer",32,"Personal Travel","Eco",936,1,2,1,3,4,1,4,4,3,1,3,4,4,4,4,0,"dissatisfied"
117899,"Female","Loyal Customer",46,"Business travel","Business",255,0,0,0,3,4,5,4,2,2,1,1,5,2,5,0,4,"satisfied"
21454,"Female","Loyal Customer",31,"Business travel","Eco",164,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,0,"dissatisfied"
47540,"Male","Loyal Customer",13,"Personal Travel","Eco",590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0,"satisfied"
57072,"Female","Loyal Customer",58,"Business travel","Business",2065,1,1,2,1,5,4,5,5,5,5,5,5,5,4,1,0,"satisfied"
126837,"Female","Loyal Customer",43,"Business travel","Business",2125,4,4,4,4,5,3,5,4,4,4,4,4,4,4,0,0,"satisfied"
106378,"Female","Loyal Customer",42,"Business travel","Business",3399,1,1,1,1,3,4,4,4,4,4,4,5,4,4,27,22,"satisfied"
14745,"Female","disloyal Customer",34,"Business travel","Eco",533,3,2,3,4,5,3,3,5,1,4,3,4,3,5,0,0,"neutral"
58094,"Female","Loyal Customer",57,"Business travel","Eco",212,5,2,2,2,5,1,2,5,5,5,5,1,5,4,1,0,"satisfied"
44346,"Female","Loyal Customer",43,"Business travel","Business",308,5,5,3,5,3,4,5,5,5,4,5,5,5,1,0,0,"satisfied"
116080,"Female","Loyal Customer",33,"Personal Travel","Eco",296,1,4,1,3,5,1,5,5,3,4,4,3,5,5,20,19,"dissatisfied"
97846,"Female","Loyal Customer",40,"Personal Travel","Eco",395,2,4,2,3,4,2,4,4,1,4,2,5,2,4,3,13,"neutral"
77366,"Female","Loyal Customer",46,"Business travel","Business",599,2,4,4,4,1,4,3,2,2,2,2,1,2,1,0,0,"neutral"
87608,"Male","disloyal Customer",23,"Business travel","Eco",591,1,0,0,3,2,0,2,2,4,3,4,3,4,2,22,27,"neutral"
81100,"Male","Loyal Customer",30,"Business travel","Business",991,4,3,4,4,4,5,4,4,5,4,4,4,5,4,0,0,"satisfied"
121478,"Male","Loyal Customer",31,"Personal Travel","Eco",331,3,3,3,2,5,3,5,5,5,1,1,5,5,5,0,0,"neutral"
66790,"Male","Loyal Customer",48,"Personal Travel","Eco",3711,3,5,4,4,4,3,3,4,1,1,3,3,4,3,0,0,"dissatisfied"
43344,"Male","disloyal Customer",24,"Business travel","Eco",531,3,0,3,4,4,3,4,4,1,3,1,4,1,4,0,0,"dissatisfied"
99923,"Male","disloyal Customer",24,"Business travel","Eco",764,2,3,3,1,4,3,4,4,5,5,5,3,5,4,3,0,"dissatisfied"
73891,"Female","disloyal Customer",30,"Business travel","Business",1062,4,4,4,1,1,4,1,1,5,3,4,5,4,1,0,7,"satisfied"
27609,"Male","Loyal Customer",36,"Personal Travel","Eco",954,3,2,3,4,3,3,3,3,3,3,3,1,3,3,0,0,"dissatisfied"
102380,"Female","disloyal Customer",29,"Business travel","Eco",386,3,2,3,3,4,3,4,4,3,4,3,1,3,4,37,29,"neutral"
129739,"Female","Loyal Customer",72,"Business travel","Business",2943,0,0,0,1,5,4,5,2,2,2,2,5,2,4,0,0,"satisfied"
55612,"Male","Loyal Customer",39,"Personal Travel","Eco",404,2,3,2,5,2,2,2,2,5,2,5,1,1,2,39,16,"neutral"
127375,"Female","Loyal Customer",41,"Business travel","Business",1715,4,4,4,4,4,4,5,4,4,5,4,3,4,5,1,0,"satisfied"
61784,"Female","Loyal Customer",64,"Personal Travel","Eco",1635,2,4,2,3,5,4,4,3,3,2,3,4,3,5,3,0,"dissatisfied"
6885,"Male","Loyal Customer",46,"Business travel","Business",3538,1,1,1,1,4,5,5,5,5,5,5,4,5,3,2,0,"satisfied"
58486,"Female","Loyal Customer",59,"Business travel","Business",719,1,1,1,1,3,5,5,4,4,4,4,3,4,4,0,0,"satisfied"
92995,"Female","Loyal Customer",46,"Personal Travel","Eco",738,2,5,2,5,5,5,5,4,4,2,4,4,4,4,0,0,"dissatisfied"
78797,"Female","Loyal Customer",74,"Business travel","Eco",154,3,5,4,5,4,3,4,3,3,3,3,2,3,3,0,0,"dissatisfied"
24528,"Female","Loyal Customer",38,"Business travel","Business",492,3,4,4,4,1,3,3,3,3,3,3,2,3,4,0,0,"dissatisfied"
48039,"Female","Loyal Customer",61,"Business travel","Eco",677,5,4,4,4,2,1,5,5,5,5,5,5,5,4,108,101,"satisfied"
66371,"Male","Loyal Customer",57,"Business travel","Business",3559,1,1,1,1,5,4,4,3,3,2,3,4,3,3,5,0,"satisfied"
81885,"Male","Loyal Customer",49,"Business travel","Business",2409,1,1,1,1,4,4,5,4,4,4,4,3,4,4,3,1,"satisfied"
128889,"Female","Loyal Customer",40,"Business travel","Business",2454,5,5,5,5,4,4,4,5,4,5,4,4,5,4,0,0,"satisfied"
60284,"Male","Loyal Customer",14,"Personal Travel","Eco",326,2,4,2,4,2,1,1,3,1,5,4,1,2,1,202,205,"neutral"
18039,"Female","disloyal Customer",27,"Business travel","Eco",488,4,3,4,2,5,4,5,5,4,2,4,4,3,5,12,4,"satisfied"
124360,"Female","Loyal Customer",22,"Business travel","Business",2498,4,4,4,4,5,5,5,5,4,2,4,3,5,5,0,0,"satisfied"
5472,"Male","Loyal Customer",24,"Personal Travel","Eco",265,1,3,1,4,5,1,5,5,2,2,3,2,4,5,0,9,"neutral"
128488,"Female","Loyal Customer",62,"Personal Travel","Eco",370,2,5,2,5,1,1,1,3,3,2,3,1,3,2,0,0,"neutral"
79272,"Male","Loyal Customer",14,"Personal Travel","Eco",2454,3,5,3,5,1,3,1,1,4,5,2,3,1,1,16,0,"dissatisfied"
35632,"Female","Loyal Customer",30,"Business travel","Eco Plus",1047,4,2,2,2,4,4,4,4,4,2,4,1,1,4,0,0,"satisfied"
3056,"Female","disloyal Customer",41,"Business travel","Business",340,4,4,4,3,1,4,1,1,3,3,5,5,4,1,0,0,"satisfied"
48606,"Female","Loyal Customer",43,"Personal Travel","Eco",833,2,4,2,1,5,4,4,3,3,2,3,4,3,5,0,0,"dissatisfied"
12545,"Female","disloyal Customer",29,"Business travel","Eco",871,1,1,1,2,1,1,1,1,4,4,4,1,1,1,9,0,"neutral"
76893,"Female","disloyal Customer",49,"Business travel","Eco",630,2,3,2,4,5,2,5,5,4,3,4,4,3,5,0,1,"neutral"
67206,"Male","Loyal Customer",17,"Personal Travel","Eco",985,2,5,2,3,3,2,5,3,3,3,5,3,4,3,0,0,"dissatisfied"
57182,"Male","Loyal Customer",52,"Personal Travel","Eco",2227,3,4,3,5,3,3,3,3,4,2,5,4,5,3,44,42,"neutral"
24977,"Male","Loyal Customer",45,"Business travel","Eco",484,5,2,2,2,5,5,5,5,1,3,5,3,1,5,0,0,"satisfied"
33242,"Female","disloyal Customer",24,"Business travel","Eco",101,3,2,3,3,3,3,3,3,4,1,4,4,3,3,0,0,"dissatisfied"
128255,"Female","disloyal Customer",20,"Business travel","Business",304,5,0,5,2,1,5,1,1,4,4,5,3,5,1,0,0,"satisfied"
116941,"Female","Loyal Customer",54,"Business travel","Business",2877,4,4,4,4,3,4,5,3,3,3,3,5,3,3,3,1,"satisfied"
38502,"Female","Loyal Customer",42,"Business travel","Eco",2569,4,2,2,2,3,4,4,4,4,4,4,3,4,2,0,0,"satisfied"
61015,"Male","Loyal Customer",34,"Business travel","Business",3365,3,3,3,3,4,4,4,3,5,5,4,4,5,4,0,40,"satisfied"
13534,"Female","Loyal Customer",42,"Business travel","Business",2299,5,5,5,5,4,5,5,5,5,5,4,1,5,1,0,0,"satisfied"
127879,"Female","Loyal Customer",11,"Personal Travel","Eco",1276,2,5,1,2,4,1,4,4,3,2,5,4,5,4,6,11,"neutral"
119933,"Male","Loyal Customer",41,"Business travel","Business",868,1,1,1,1,2,4,5,5,5,4,5,5,5,3,0,0,"satisfied"
63453,"Male","Loyal Customer",47,"Business travel","Business",447,1,1,1,1,4,4,5,5,5,5,5,4,5,5,40,29,"satisfied"
12037,"Female","Loyal Customer",37,"Business travel","Eco",376,5,5,5,5,5,5,5,5,1,1,4,3,2,5,0,0,"satisfied"
79537,"Male","disloyal Customer",24,"Business travel","Eco",762,4,5,5,4,4,5,4,4,5,5,5,4,4,4,0,0,"satisfied"
78188,"Male","Loyal Customer",49,"Business travel","Business",3833,5,5,5,5,4,4,4,4,4,4,4,5,4,5,0,25,"satisfied"
125596,"Female","disloyal Customer",24,"Business travel","Eco",1587,5,5,5,3,1,5,1,1,4,3,3,4,4,1,0,6,"satisfied"
55427,"Female","Loyal Customer",39,"Business travel","Business",2521,5,5,5,5,4,4,4,4,3,5,4,4,5,4,14,21,"satisfied"
43977,"Female","Loyal Customer",52,"Business travel","Business",3085,4,4,4,4,1,4,2,5,5,5,5,4,5,5,0,0,"satisfied"
60614,"Female","Loyal Customer",44,"Business travel","Business",991,4,4,4,4,4,4,4,4,4,4,4,3,4,3,69,72,"satisfied"
67302,"Female","disloyal Customer",35,"Business travel","Eco Plus",1121,3,3,3,4,3,3,3,3,2,2,3,1,4,3,0,0,"dissatisfied"
16204,"Male","Loyal Customer",11,"Personal Travel","Eco",199,2,5,2,3,2,3,2,4,2,5,4,2,3,2,134,136,"neutral"
25938,"Male","Loyal Customer",8,"Personal Travel","Eco",594,2,1,2,3,2,2,2,2,3,3,4,1,3,2,0,0,"dissatisfied"
36802,"Male","Loyal Customer",69,"Personal Travel","Eco",2704,1,4,1,2,1,2,2,3,3,3,5,2,3,2,167,133,"neutral"
120983,"Male","Loyal Customer",54,"Business travel","Eco",920,2,4,4,4,2,2,2,2,1,1,4,2,3,2,0,74,"dissatisfied"
11509,"Male","Loyal Customer",70,"Personal Travel","Eco Plus",312,1,4,1,4,2,1,2,2,3,5,4,3,4,2,0,0,"neutral"
113680,"Male","Loyal Customer",56,"Personal Travel","Eco",397,1,5,1,5,2,1,2,2,5,5,5,3,5,2,3,0,"neutral"
116303,"Female","Loyal Customer",20,"Personal Travel","Eco",447,1,4,1,3,2,1,2,2,5,2,4,5,5,2,0,0,"neutral"
115948,"Female","Loyal Customer",17,"Personal Travel","Eco",371,3,0,3,3,4,3,4,4,5,2,4,3,4,4,18,11,"dissatisfied"
114206,"Male","Loyal Customer",16,"Business travel","Business",957,1,2,1,1,4,4,4,4,3,3,5,3,4,4,0,0,"satisfied"
53721,"Male","Loyal Customer",38,"Personal Travel","Eco",1208,4,1,4,4,2,4,2,2,1,4,3,2,3,2,0,0,"dissatisfied"
31856,"Male","Loyal Customer",33,"Personal Travel","Eco",2640,4,4,4,4,3,4,3,3,1,4,5,5,4,3,1,0,"satisfied"
63279,"Female","Loyal Customer",38,"Business travel","Business",337,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,0,"satisfied"
4380,"Female","Loyal Customer",52,"Business travel","Business",3894,1,1,1,1,3,1,5,5,5,5,3,1,5,2,0,50,"satisfied"
3779,"Male","Loyal Customer",39,"Business travel","Business",2336,5,4,5,5,4,4,5,5,5,5,5,3,5,3,12,0,"satisfied"
51474,"Female","Loyal Customer",45,"Business travel","Business",261,5,5,5,5,4,5,4,4,4,5,4,3,4,5,0,0,"satisfied"
95745,"Male","disloyal Customer",16,"Business travel","Eco",181,2,3,2,4,5,2,5,5,3,5,4,1,4,5,9,2,"neutral"
29730,"Female","Loyal Customer",35,"Personal Travel","Eco Plus",2777,2,4,2,3,2,5,5,4,4,4,4,5,4,5,0,0,"dissatisfied"
115279,"Female","Loyal Customer",31,"Business travel","Business",3702,4,5,4,4,4,4,4,4,2,3,1,1,2,4,71,69,"neutral"
128167,"Female","disloyal Customer",22,"Business travel","Eco",928,3,3,3,3,1,3,1,1,4,5,4,4,5,1,12,0,"satisfied"
13801,"Female","Loyal Customer",30,"Personal Travel","Eco",450,2,5,2,3,4,2,4,4,3,3,4,4,5,4,0,0,"neutral"
84837,"Male","Loyal Customer",19,"Business travel","Eco",547,2,3,3,3,2,2,4,2,3,5,4,1,4,2,0,0,"dissatisfied"
67837,"Female","Loyal Customer",42,"Business travel","Eco",1205,1,3,3,3,1,3,3,1,1,1,1,4,1,2,36,43,"dissatisfied"
60910,"Male","Loyal Customer",14,"Personal Travel","Eco",589,1,2,1,4,4,1,1,4,4,3,3,4,3,4,73,69,"neutral"
69512,"Male","disloyal Customer",26,"Business travel","Business",2586,5,5,5,1,5,5,2,3,2,4,5,2,3,2,7,39,"satisfied"
2983,"Male","Loyal Customer",46,"Personal Travel","Eco",462,4,4,4,3,3,4,3,3,3,2,4,3,5,3,0,0,"dissatisfied"
34010,"Female","disloyal Customer",33,"Business travel","Eco",1096,2,2,2,1,4,2,4,4,4,4,5,5,2,4,0,0,"neutral"
125869,"Male","Loyal Customer",28,"Business travel","Business",1728,1,1,1,1,5,4,5,5,5,2,5,5,4,5,0,0,"satisfied"
60836,"Female","Loyal Customer",37,"Business travel","Business",1754,1,1,2,1,4,4,4,3,3,4,3,5,3,5,0,0,"satisfied"
24883,"Female","Loyal Customer",49,"Business travel","Business",397,4,5,4,4,3,4,4,5,5,5,5,3,5,3,22,13,"satisfied"
46275,"Female","Loyal Customer",7,"Personal Travel","Eco",594,1,5,1,2,1,1,1,1,2,4,1,1,5,1,0,0,"neutral"
108110,"Male","Loyal Customer",45,"Business travel","Business",2796,3,3,3,3,5,4,4,4,4,4,4,5,4,5,72,89,"satisfied"
54494,"Male","Loyal Customer",66,"Business travel","Eco",925,1,3,3,3,1,1,1,1,1,1,3,3,3,1,0,0,"dissatisfied"
75095,"Male","Loyal Customer",39,"Business travel","Business",1744,3,3,3,3,2,4,5,3,3,4,3,4,3,5,0,10,"satisfied"
109342,"Male","Loyal Customer",42,"Business travel","Business",2334,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,0,"satisfied"
20782,"Female","disloyal Customer",27,"Business travel","Eco",457,2,4,1,2,4,1,4,4,1,2,2,2,1,4,29,32,"dissatisfied"
111619,"Male","disloyal Customer",57,"Business travel","Eco",1014,2,2,2,2,1,2,1,1,1,2,1,3,2,1,25,9,"neutral"
86001,"Female","Loyal Customer",56,"Business travel","Business",447,3,3,3,3,2,4,5,4,4,4,4,5,4,5,0,0,"satisfied"
28735,"Male","Loyal Customer",28,"Business travel","Business",2033,2,2,2,2,5,5,5,5,3,5,5,5,4,5,0,5,"satisfied"
13647,"Female","Loyal Customer",36,"Business travel","Business",196,2,2,2,2,5,3,4,5,5,5,5,5,5,4,54,36,"satisfied"
34907,"Female","disloyal Customer",24,"Business travel","Eco",187,3,4,3,2,3,3,3,3,1,3,4,2,2,3,0,0,"dissatisfied"
15833,"Female","Loyal Customer",43,"Business travel","Eco Plus",195,1,2,2,2,1,4,3,1,1,1,1,2,1,2,2,0,"neutral"
110303,"Female","Loyal Customer",43,"Business travel","Business",1535,5,3,5,5,4,5,4,5,5,5,5,4,5,5,3,0,"satisfied"
78582,"Female","Loyal Customer",18,"Personal Travel","Eco",630,2,2,2,2,1,2,4,1,3,3,2,1,2,1,0,0,"neutral"
42333,"Female","Loyal Customer",33,"Personal Travel","Eco",834,2,5,2,1,4,2,2,4,5,5,5,5,5,4,0,0,"dissatisfied"
2501,"Female","disloyal Customer",24,"Business travel","Eco",280,4,5,4,2,4,4,4,4,3,4,5,5,4,4,0,3,"dissatisfied"
59105,"Male","Loyal Customer",10,"Personal Travel","Eco",1726,4,1,4,3,3,4,3,3,1,5,4,2,4,3,0,0,"dissatisfied"
90023,"Female","Loyal Customer",53,"Business travel","Business",1127,4,4,4,4,3,4,5,5,5,5,5,5,5,3,0,0,"satisfied"
56757,"Female","Loyal Customer",46,"Business travel","Business",2202,1,5,1,1,5,5,4,5,5,5,5,3,5,3,0,0,"satisfied"
13034,"Female","Loyal Customer",68,"Personal Travel","Eco",304,3,4,3,3,2,4,4,2,2,3,4,5,2,3,16,56,"dissatisfied"
115123,"Male","Loyal Customer",28,"Business travel","Business",1580,3,1,3,3,5,5,5,5,3,5,4,3,5,5,20,11,"satisfied"
50165,"Male","Loyal Customer",33,"Business travel","Business",2654,1,1,1,1,5,5,5,5,4,1,2,1,2,5,0,0,"satisfied"
6729,"Female","Loyal Customer",57,"Business travel","Business",3446,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0,"satisfied"
118429,"Male","Loyal Customer",51,"Business travel","Business",370,2,4,2,2,3,5,4,3,3,3,3,4,3,5,0,0,"satisfied"
51889,"Female","Loyal Customer",50,"Business travel","Eco",601,3,5,5,5,2,1,5,3,3,3,3,3,3,3,0,0,"satisfied"
95899,"Female","Loyal Customer",16,"Personal Travel","Eco",580,2,3,2,3,1,2,1,1,4,3,3,3,4,1,0,1,"dissatisfied"
107695,"Female","Loyal Customer",30,"Business travel","Business",251,1,1,1,1,5,5,5,5,5,5,4,3,4,5,3,8,"satisfied"
108115,"Male","Loyal Customer",46,"Business travel","Business",2139,2,2,2,2,3,4,4,4,4,4,4,5,4,4,0,0,"satisfied"
32105,"Female","Loyal Customer",56,"Business travel","Business",163,0,3,0,3,2,5,2,5,5,5,5,4,5,5,0,0,"satisfied"
111889,"Female","Loyal Customer",41,"Business travel","Business",1650,1,1,1,1,5,3,4,1,1,2,1,4,1,2,37,44,"dissatisfied"
99724,"Male","Loyal Customer",40,"Business travel","Business",3584,3,3,3,3,5,4,5,5,5,5,5,4,5,3,7,0,"satisfied"
52803,"Female","Loyal Customer",40,"Personal Travel","Eco Plus",1874,4,5,4,4,2,4,2,2,4,1,1,1,2,2,3,4,"satisfied"
51399,"Male","Loyal Customer",44,"Personal Travel","Eco Plus",209,4,3,4,4,3,4,3,3,2,4,4,2,3,3,0,0,"neutral"
89748,"Male","Loyal Customer",65,"Personal Travel","Eco",1035,1,4,1,2,1,1,1,1,4,3,5,5,5,1,0,3,"dissatisfied"
91463,"Female","disloyal Customer",29,"Business travel","Eco",859,4,4,4,4,2,4,2,2,2,4,4,2,3,2,7,17,"neutral"
19807,"Female","Loyal Customer",55,"Business travel","Eco",654,4,1,1,1,1,2,5,4,4,4,4,2,4,5,2,8,"satisfied"
106006,"Male","Loyal Customer",51,"Business travel","Business",1999,4,3,3,3,1,4,3,4,4,4,4,2,4,4,15,11,"neutral"
116777,"Male","Loyal Customer",44,"Personal Travel","Eco Plus",358,4,5,4,2,2,4,2,2,4,3,5,4,4,2,32,22,"neutral"
7090,"Male","disloyal Customer",20,"Business travel","Eco",273,1,1,1,3,5,1,5,5,2,2,3,1,3,5,2,0,"neutral"
105677,"Female","disloyal Customer",44,"Business travel","Eco",663,2,4,2,3,2,2,2,2,2,5,3,1,3,2,15,9,"neutral"
38260,"Male","Loyal Customer",49,"Business travel","Eco",1050,2,5,4,4,2,2,2,2,1,2,4,3,3,2,0,17,"neutral"
